Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
Pro-charter majority to take power on Los Angeles school board,,1907199107,Newspapers," Kuznia, Rob
Rob
Rob Kuznia
Kuznia
Rob Kuznia"," California Teachers Association
813920 , United Teachers Los Angeles
813930 , California Charter Schools Association
813319 , Democratic Party
813940"," (Copyright The Washington Post Company, Jun 9, 2017)"," WPXXWP20170609ProchartermajoritytotakepoweronLosAngele68562a5c , WPXXWP20170609ProchartermajoritytotakepoweronLosAngele68562a5c , 7653 , PQ_7653_Jun92017", News," Jun 9, 2017",0190-8286, English, English, A.4," Washington, D.C.","Jun 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1907199107?accountid=14496,, A.4," Local elections , Students , Urban schools , Charter schools , School boards , Political campaigns , Labor unions , Negative campaigning , Endorsements , Teachers , School districts , United States--US , Southern California , California , Los Angeles California , Duncan, Arne , Obama, Barack , Clinton, Hillary Rodham , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Pro-charter+majority+to+take+power+on+Los+Angeles+school+board&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Kuznia%2C+Rob&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Growth in Federal Prisoners Expected,"  Attorney General Jeff Sessions this year overturned an Obama administration decision to phase out contracts with for-profit prison operators, after the Justice Department concluded private prisons were more dangerous than government-run facilities.",1907200163,Newspapers," Reinhard, Beth
Reinhard
Beth
Beth Reinhard , Reinhard, Beth
Reinhard
Beth
Beth Reinhard"," CoreCivic
561210 , Canaccord Genuity
523110 , Bureau of Prisons
922140"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322766837 , 111647892 , 7510 , WSJ , DWJNJ000000020170609ed6900012", News," Jun 9, 2017",0099-9660, English, English, A.3," New York, N.Y.","Jun 9, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1907200163?accountid=14496,, A.3," Budgets , Prison administration , Criminal sentences , Prisons , Federal budget , Prisoners , Private sector , Government spending , Obama, Barack , Trump, Donald J , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Growth+in+Federal+Prisoners+Expected&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,"  British voters delivered a stinging rebuke to Prime Minister May and her ruling Conservative party, depriving her of a majority in Parliament and thrusting the U.K. back into a new period of uncertainty. ---",1907218214,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322767053 , 111647892 , 7510 , WSJ , DWJNJ000000020170609ed690002w", News," Jun 9, 2017",0099-9660, English, English, A.1," New York, N.Y.","Jun 9, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1907218214?accountid=14496,, A.1," Prime ministers , Iran , United States--US , United Kingdom--UK , Syria , North Korea",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
British Pound Falls After Conservatives Lose Parliamentary Majority; Investors are divided over what the surprise election results would mean for Britain's exit from the EU,,1907238192,Newspapers," Sindreu, Jon
Sindreu
Jon
Jon Sindreu; Christopher Whittall; Riva Gold , Whittall, Christopher
Whittall
Christopher , Gold, Riva
Gold
Riva"," Royal Bank of Scotland Group PLC
522110
523110 , Pacific Investment Management Co
523920 , Barclays PLC
522110
523110
551111 , Lloyds Banking Group PLC
522120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170609000020170609ed69001rx , WSJOWSJO20170609000020170609ed69001rx , 117310 , PQ_117310_Jun92017", News," Jun 9, 2017",, English, English, n/a," New York, N.Y.","Jun 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907238192?accountid=14496,, n/a," EU membership , Interest rates , Referendums , Politics , Prime ministers , Banking industry , American dollar , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=British+Pound+Falls+After+Conservatives+Lose+Parliamentary+Majority%3B+Investors+are+divided+over+what+the+surprise+election+results+would+mean+for+Britain%27s+exit+from+the+EU&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Sindreu%2C+Jon%3BWhittall%2C+Christopher%3BGold%2C+Riva&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Openings,,1907271738,Newspapers,,," (Copyright The Washington Post Company, Jun 9, 2017)"," WPXXWP2017060959e5fe1c , WPXXWP2017060959e5fe1c , 7653 , PQ_7653_Jun92017", News," Jun 9, 2017",0190-8286, English, English, T.29," Washington, D.C.","Jun 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1907271738?accountid=14496,, T.29," Art galleries & museums , Pulitzer prizes , National parks , Sculpture , Baltimore Maryland , Canada", MG,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Openings&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=T.29&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Battered at Polls, U.K.'s May Seeks to Retain Power; U.K. prime minister turns to Northern Irish party DUP in effort to form government",,1907275428,Newspapers," Douglas, Jason
Douglas
Jason
Jason Douglas; Paul Hannon , Hannon, Paul
Hannon
Paul"," British Broadcasting Corp
515120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170609000020170609ed69002mi , WSJOWSJO20170609000020170609ed69002mi , 117310 , PQ_117310_Jun92017", News," Jun 9, 2017",, English, English, n/a," New York, N.Y.","Jun 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907275428?accountid=14496,, n/a," Prime ministers , Cameron, David , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Battered+at+Polls%2C+U.K.%27s+May+Seeks+to+Retain+Power%3B+U.K.+prime+minister+turns+to+Northern+Irish+party+DUP+in+effort+to+form+government&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Douglas%2C+Jason%3BHannon%2C+Paul&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Overseas Medical Schools Offer Remedy for Shortage of U.S. Doctors; U.S. schools can't keep up with demand for physicians, so international programs are stepping in with American graduates",,1907339376,Newspapers," Korn, Melissa
Korn
Melissa
Melissa Korn"," University of Queensland
611310 , Brown University
611310 , Association of American Medical Colleges
813910 , Louisiana State University
611310"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170609000020170609ed690053d , WSJOWSJO20170609000020170609ed690053d , 117310 , PQ_117310_Jun92017", News," Jun 9, 2017",, English, English, n/a," New York, N.Y.","Jun 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907339376?accountid=14496,, n/a," Students , Medicine , Physicians , Colleges & universities , Rural areas , Medical residencies , Medical schools , Wyoming , United States--US , Dominica , Louisiana , New Jersey , Australia",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Overseas+Medical+Schools+Offer+Remedy+for+Shortage+of+U.S.+Doctors%3B+U.S.+schools+can%27t+keep+up+with+demand+for+physicians%2C+so+international+programs+are+stepping+in+with+American+graduates&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Korn%2C+Melissa&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Justice Department Argues Trump's Businesses Can Accept Foreign Payments; Government lawyers respond to lawsuit based on U.S. Constitution's emoluments clause,,1907591980,Newspapers," Palazzolo, Joe
Palazzolo
Joe
Joe Palazzolo; Brent Kendall , Kendall, Brent
Kendall
Brent"," Congress
921120 , Trump Organization
237210
531210"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170610000020170610ed6a00001 , WSJOWSJO20170610000020170610ed6a00001 , 117310 , PQ_117310_Jun102017", News," Jun 10, 2017",, English, English, n/a," New York, N.Y.","Jun 10, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907591980?accountid=14496,, n/a," Violations , Attorneys , State employees , Hotels & motels , Restaurants , Political campaigns , Compensation , Wages & salaries , Presidential elections , Federal court decisions , Defamation , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Justice+Department+Argues+Trump%27s+Businesses+Can+Accept+Foreign+Payments%3B+Government+lawyers+respond+to+lawsuit+based+on+U.S.+Constitution%27s+emoluments+clause&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Palazzolo%2C+Joe%3BKendall%2C+Brent&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Pound Falls on U.K. Uncertainty; Investors are divided over what the surprise election results would mean for Britain's exit from the EU,,1907593262,Newspapers," Sindreu, Jon
Sindreu
Jon
Jon Sindreu; Christopher Whittall; Riva Gold , Whittall, Christopher
Whittall
Christopher , Gold, Riva
Gold
Riva"," UBS Wealth Management
523930 , Investec Asset Management
523930"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170610000020170609ed69001rx , WSJOWSJO20170610000020170609ed69001rx , 117310 , PQ_117310_Jun102017", News," Jun 10, 2017",, English, English, n/a," New York, N.Y.","Jun 10, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1907593262?accountid=14496,, n/a," Currency , Conservatism , EU membership , Politics , Volatility , American dollar , Political parties , New York , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Pound+Falls+on+U.K.+Uncertainty%3B+Investors+are+divided+over+what+the+surprise+election+results+would+mean+for+Britain%27s+exit+from+the+EU&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Sindreu%2C+Jon%3BWhittall%2C+Christopher%3BGold%2C+Riva&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
A Perplexing Election Leaves U.K. Divided and Confused,,1907673393,Newspapers," Bennhold, Katrin
Bennhold
Katrin
Katrin Bennhold , Erlanger, Steven
Erlanger
Steven
Steven Erlanger"," European Parliament
921120 , European Union
926110
928120 , European Council
928120"," Copyright New York Times Company Jun 10, 2017"," 546283-20170610 , 546283-20170610 , 7818 , PQ_7818_Jun102017", News," Jun 10, 2017",0362-4331, English, English,," New York, N.Y.","Jun 10, 2017",New York Times,2017,https://search.proquest.com/docview/1907673393?accountid=14496,, n/a," Budgets , Politics , Presidents , Negotiations , EU membership , Prime ministers , Tusk, Donald , United Kingdom--UK , Belgium , Verhofstadt, Guy , Cameron, David",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Perplexing+Election+Leaves+U.K.+Divided+and+Confused%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Bennhold%2C+Katrin%3BErlanger%2C+Steven&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Britain's Rebuke Of Its Leadership Upends E.U. Exit,,1907673431,Newspapers," Erlanger, Steven
Erlanger
Steven
Steven Erlanger , Bennhold, Katrin
Bennhold
Katrin
Katrin Bennhold , Castle, Stephen
Castle
Stephen
Stephen Castle"," European Union
926110
928120"," Copyright New York Times Company Jun 10, 2017"," 546810-20170610 , 546810-20170610 , 7818 , PQ_7818_Jun102017", News," Jun 10, 2017",0362-4331, English, English, A.1," New York, N.Y.","Jun 10, 2017",New York Times,2017,https://search.proquest.com/docview/1907673431?accountid=14496,, A.1," Conservatism , Negotiations , EU membership , Parliaments , Politics , Prime ministers , Political parties , International relations-UK , Political leadership , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Britain%27s+Rebuke+Of+Its+Leadership+Upends+E.U.+Exit%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Erlanger%2C+Steven%3BBennhold%2C+Katrin%3BCastle%2C+Stephen&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE WORLD; Mexican soccer goal: Beat Trump; The national team's World Cup qualifying match with the U.S. takes on new ferocity.,,1907674572,Newspapers," Linthicum, Kate
Linthicum
Kate
Kate Linthicum , Sanchez, Cecilia
Sanchez
Cecilia
Cecilia Sanchez",," Copyright Los Angeles Times Jun 10, 2017"," 7683 , PQ_7683_Jun102017 , LATMLATM2017061013908 , LATMLATM2017061013908", News," Jun 10, 2017",0458-3035, English, English, A.3," Los Angeles, Calif.","Jun 10, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907674572?accountid=14496,, A.3," Sports fans , Tournaments & championships , Presidents , Criminal investigations , Soccer , California , Mexico , Russia , United States--US , Ohio"," TRUMP, DONALD J , MEXICO , SOCCER , UNITED STATES ATHLETIC TEAMS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+WORLD%3B+Mexican+soccer+goal%3A+Beat+Trump%3B+The+national+team%27s+World+Cup+qualifying+match+with+the+U.S.+takes+on+new+ferocity.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Linthicum%2C+Kate%3BSanchez%2C+Cecilia&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Student activist released by judge; Immigrant-rights advocate held since May had protested her mother's arrest.,,1907674629,Newspapers," Parvini, Sarah
Parvini
Sarah
Sarah Parvini",," Copyright Los Angeles Times Jun 10, 2017"," 7683 , PQ_7683_Jun102017 , LATMLATM2017061013941 , LATMLATM2017061013941", News," Jun 10, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Jun 10, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907674629?accountid=14496,, B.1," Immigration policy , Border patrol , Narcotics , United States--US"," CALIFORNIA STATE UNIVERSITY AT LOS ANGELES , COLLEGE STUDENTS , IMMIGRANTS , POLITICAL ACTIVISM , BORDER PATROL (U.S.) , PRISONER RELEASES",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Student+activist+released+by+judge%3B+Immigrant-rights+advocate+held+since+May+had+protested+her+mother%27s+arrest.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Parvini%2C+Sarah&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
3 held in alleged fraud scheme; Two Californians and a Mexican national are accused of bilking victims seeking immigration status.,,1907674637,Newspapers," Parvini, Sarah
Parvini
Sarah
Sarah Parvini"," Department of Homeland Security
922120"," Copyright Los Angeles Times Jun 10, 2017"," 7683 , PQ_7683_Jun102017 , LATMLATM2017061013931 , LATMLATM2017061013931", News," Jun 10, 2017",0458-3035, English, English, B.4," Los Angeles, Calif.","Jun 10, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1907674637?accountid=14496,, B.4," Immigration policy , Indictments , Wire fraud , Mexico , Indiana , California , United States--US , El Cajon California , Bakersfield California"," SAN DIEGO , IMMIGRANTS , FRAUD , ARRESTS , INVESTIGATIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=3+held+in+alleged+fraud+scheme%3B+Two+Californians+and+a+Mexican+national+are+accused+of+bilking+victims+seeking+immigration+status.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-06-10&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Parvini%2C+Sarah&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
